oid,name
-2193,California Commission on Aging
-2192,"CA Commercial Solar, Inc."
-2191,Cal. Commercial Asphalt
-2190,California Commerce Club
-2189,California College San Diego
-2188,California College And University Police Chiefs Association
-2187,California College and University Police Chiefs
-2186,California Collaborative for Long Term Services and Supports
-2185,California Collaboration For Youth
-2184,California Coin And Bullion Merchants Association Inc.
-2183,California Cogeneration Council
-2182,California Coastkeeper Alliance
-2181,CA Coast Credit Union
-2180,California Coastal Commission
-2179,California Coalition On Workers Compensation
-2178,California Coalition Of Travel Organizations
-2177,California Coalition Of Option Schools
-2176,California Coalition Of Nurse Practitioners
-2175,California Coalition of Law Enforcement Associations
-2174,California Coalition Of Accredited Career Schools
-2173,California Coalition For Youth
-2172,California Coalition For Rural Housing
-2171,California Coalition For Counselor Licensure
-2170,California Coalition for Children's Safety and Health
-2169,California's Coalition for Adequate School Housing
-2168,California Coalition Against Sexual Assault (CalCASA)
-2167,California Coalition Against Sexual Assault
-2166,California Coalition
-2165,California Clinical Laboratory Association PAC
-2164,California Clinical Laboratory Association
-2163,California Clinical Forensic Medical Training Center
-2162,California Climate and Agriculture Network
-2161,California Climate & Agricultural Network
-2160,California Climate Action Registry
-2159,California Cleaners Association
-2158,California Civil Liberties Council
-2157,California Civil Liberties Advocacy
-2156,California City Redevelopment Agency
-2155,California City Management Foundation
-2154,California Citrus Mutual PAC
-2153,California Citrus Mutual
-2152,California Citizens Against Lawsuit Abuse
-2151,California Church Impact
-2150,California Chronic Care Coalition
-2149,California Chiropractic Association PAC
-2148,California Chiropractic Association
-2147,California Child Support Attorneys Association
-2146,California Children'S Lobby The
-2145,California Children'S Hospital Association
-2144,California Children's Health Coverage Coalition
-2143,California Children's Defense Fund
-2142,Ca Child Development Administrators Association
-2141,California Child Care Resource  and Referral Network
-2140,California Child Care Coordinators Association
-2139,California Cherry Growers & Industry 	Foundation
-2138,"California Check Cashing Stores, LLC"
-2137,California Charter Schools AssociationCcsa
-2136,California Charter School Association Advocates
-2135,California Charter Schools Association
-2134,California Charity Bingo Association
-2133,California Charity Alliance
-2132,California Chapter Wild Sheep Foundation
-2131,California Chapters of the National Electrical Contractors Association
-2130,Ca Chapter Of The American Planning  Association
-2129,California Chapters of the American College of Physicians
-2128,California Chapter of the American College of Emergency Physicians
-2127,California Chapter of American College of Emergency Physicians
-2126,California Chapter National Emergency Number Association (Calnena)
-2125,"California Chapter, National Emergency Number Association"
-2124,California Chapter National Council of Jewish Women
-2123,California Chapter National Association of Social Workers
-2122,"California Chapter, International Association Of Rehabilitation Professionals"
-2121,California Chapter American College Of Emergency Physicians
-2120,California Chapter American College Of Cardiology
-2119,California Chapter
-2118,California Chamber of Commerce PAC- CHAMBERPAC
-2117,California Chamber of Commerce PAC (Chamber PAC)
-2116,California Chamber of Commerce PAC
-2115,California Chamber Of Commerce; California Travel Association
-2114,Cal Chamber
-2113,California Certified Organic Farmers
-2112,California Central Valley Horticultural Foundation
-2111,California Center For Sustainable Energy
-2110,California Center for Public Policy
-2109,California Cement Promotion Council
-2108,California Ccs Coalition
-2107,California Cattlemen's Association PAC (Cattle-PAC)
-2106,California Cattlemen's Association PAC
-2105,California Cattlemen'S Association
-2104,California Cattleman's Association PAC
-2103,California Cattleman's Association
-2102,California Catholic Conference of Bishops
-2101,"California Catholic Conference, Inc. California Commission on Aging"
-2100,California Cast Metals Association
-2099,California CareForce
-2098,California Capters of Swana
-2097,Cal Capitol Group
-2096,California Capital Financial Development Corporation
-2095,"California Capital & Investment Group, Inc."
-2094,California Capital Group
-2093,California Canoe and Kayak
-2092,CA Canning Peach Assn
-2091,California Cannabis Industry Association
-2090,California Cannabis Coalition
-2089,"California Cancer Specialists Medical Group, Inc., Dba City Of Hope Medical Group"
-2088,California Cable & Telecommunications Assn PAC
-2087,California Cable & Telecommunications Association
-2086,California Business Roundtable
-2085,California Business Properties Association PAC
-2084,California Business Properties Association
-2083,California Business Education Advocacy (Cbea/Abe)
-2082,California Business Alliance
-2081,California Bureau of Real Estate
-2080,California Building Officials
-2079,California Building Industry Association PAC
-2078,California Building Industry
-2077,California Building Industries Association
-2076,California Budget And Policy Center
-2075,California Bus Association
-2074,California Broadcasters Association
-2073,California Brain Injury Association
-2072,California Bowmen Hunters/State Archery Association
-2071,California Bottle Water Association
-2070,California Board of Registered Nursing
-2069,California Board of Psychology
-2068,California Board of Accountancy
-2067,California Black Media
-2066,California Black Health Network
-2065,Ca Black Chamber Of Commerce
-2064,California Birth Center Association
-2063,California Biomedical Research Association
-2062,California Biomass Energy Alliance
-2061,California Biodiesel Alliance
-2060,California Bingo Association
-2059,California Bicycle Coalition
-2058,California Beverage Merchants
-2057,California Behavioral Health Directors Association
-2056,California Beer & Beverage Distributors Community Affairs PAC
-2055,CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS FUND
-2054,California Beer & Beverage Distributors Community Affairs
-2053,California Beer & Beverage Distributors
-2052,California Bean Shippers Association
-2051,California Bankers Association State Political Action Committee- All Purpose Account
-2050,California Bankers Association State PAC
-2049,California Bankers Association State
-2048,CALIFORNIA BANKERS ASSOCIATION PAC
-2047,California Bankers Association  - Sponsor
-2046,California Bankers Association
-2045,CA Bank & Trust
-2044,California Bail Insurance Group
-2043,California Bail Agents Association
-2042,California Bag And Film Alliance
-2041,California Avocado Commission
-2040,California Aviation Business Association
-2039,CA Automotive Wholesalers Association PAC
-2038,California Automotive Wholesalers' Association
-2037,California Automotive Business Coalition
-2036,California Automatic Vendors Council Pac
-2035,California Automatic Vendors Council
-2034,California Auto Dismantlers And Recyclers Alliance
-2033,California Autobody Association
-2032,California Authority Of Racing Fairs
-2031,California Attractions And Parks Association
-2030,CA Attorney General's Office
-2029,CA Attorney General Kamala Harris
-2028,California Attorney General Kamala D. Harris
-2027,CA Attorney General
-2026,California Attorneys For Criminal Justice
-2025,"California Attorneys, Administrative Law Judges & Hearing Officers in State Employment PAC, AKA CASE PAC"
-2024,"California Attorneys, Administrative Law Judges & Hearing Officers in State Employment PAC (CASE PAC)"
-2023,California Attorneys Administrative Law Judges and Hearing Officers in State Employment
-2022,California Athletic Trainers Association
-2021,California Assn Sheet Metal and Air Conditioning Contractors National Assn PAC
